,Date,Value,ValueNew
827,2018-09-06,,35.51282051282051
828,2018-09-07,,35.38461538461539
829,2018-09-08,,35.256410256410255
830,2018-09-09,,35.12820512820513
831,2018-09-10,35.0,35.0
832,2018-09-11,,34.833333333333336
833,2018-09-12,,34.666666666666664
834,2018-09-13,,34.5
835,2018-09-14,,34.333333333333336
836,2018-09-15,,34.166666666666664
837,2018-09-16,,34.0
838,2018-09-17,,33.833333333333336
839,2018-09-18,,33.666666666666664
840,2018-09-19,,33.5
841,2018-09-20,,33.333333333333336
842,2018-09-21,,33.166666666666664
843,2018-09-22,,33.0
844,2018-09-23,,32.833333333333336
845,2018-09-24,,32.666666666666664
846,2018-09-25,,32.5
847,2018-09-26,,32.333333333333336
848,2018-09-27,,32.166666666666664
849,2018-09-28,,32.0
850,2018-09-29,,31.833333333333332
851,2018-09-30,,31.666666666666668
852,2018-10-01,,31.5
853,2018-10-02,,31.333333333333332
854,2018-10-03,,31.166666666666668
855,2018-10-04,31.0,31.0
856,2018-10-05,,30.857142857142858
857,2018-10-06,,30.714285714285715
858,2018-10-07,,30.571428571428573
859,2018-10-08,,30.428571428571427
860,2018-10-09,,30.285714285714285
861,2018-10-10,,30.142857142857142
862,2018-10-11,,30.0
863,2018-10-12,,29.857142857142858
864,2018-10-13,,29.714285714285715
865,2018-10-14,,29.571428571428573
866,2018-10-15,,29.428571428571427
867,2018-10-16,,29.285714285714285
868,2018-10-17,,29.142857142857142
869,2018-10-18,,29.0
870,2018-10-19,,28.857142857142858
871,2018-10-20,,28.714285714285715
872,2018-10-21,,28.571428571428573
873,2018-10-22,,28.42857142857143
874,2018-10-23,,28.285714285714285
875,2018-10-24,,28.142857142857142
876,2018-10-25,,28.0
877,2018-10-26,,27.857142857142858
878,2018-10-27,,27.714285714285715
879,2018-10-28,,27.571428571428573
880,2018-10-29,,27.42857142857143
881,2018-10-30,,27.285714285714285
882,2018-10-31,,27.142857142857142
883,2018-11-01,27.0,27.0
884,2018-11-02,,27.102564102564102
885,2018-11-03,,27.205128205128204
886,2018-11-04,,27.307692307692307
887,2018-11-05,,27.41025641025641
888,2018-11-06,,27.51282051282051
889,2018-11-07,,27.615384615384617
890,2018-11-08,,27.71794871794872
891,2018-11-09,,27.82051282051282
892,2018-11-10,,27.923076923076923
893,2018-11-11,,28.025641025641026
894,2018-11-12,,28.128205128205128
895,2018-11-13,,28.23076923076923
896,2018-11-14,,28.333333333333332
897,2018-11-15,,28.435897435897434
898,2018-11-16,,28.53846153846154
899,2018-11-17,,28.641025641025642
900,2018-11-18,,28.743589743589745
901,2018-11-19,,28.846153846153847
902,2018-11-20,,28.94871794871795
903,2018-11-21,,29.05128205128205
904,2018-11-22,,29.153846153846153
905,2018-11-23,,29.256410256410255
906,2018-11-24,,29.358974358974358
907,2018-11-25,,29.46153846153846
908,2018-11-26,,29.564102564102562
909,2018-11-27,,29.666666666666668
910,2018-11-28,,29.76923076923077
911,2018-11-29,,29.871794871794872
912,2018-11-30,,29.974358974358974
913,2018-12-01,,30.076923076923077
914,2018-12-02,,30.17948717948718
915,2018-12-03,,30.28205128205128
916,2018-12-04,,30.384615384615383
917,2018-12-05,,30.48717948717949
918,2018-12-06,,30.58974358974359
919,2018-12-07,,30.692307692307693
920,2018-12-08,,30.794871794871796
921,2018-12-09,,30.897435897435898
922,2018-12-10,31.0,31.0
923,2018-12-11,,30.5
924,2018-12-12,,30.0
925,2018-12-13,,29.5
926,2018-12-14,,29.0
927,2018-12-15,,28.5
928,2018-12-16,,28.0
929,2018-12-17,,27.5
930,2018-12-18,,27.0
931,2018-12-19,,26.5
932,2018-12-20,,26.0
933,2018-12-21,,25.5
934,2018-12-22,,25.0
935,2018-12-23,,24.5
936,2018-12-24,,24.0
937,2018-12-25,,23.5
938,2018-12-26,,23.0
939,2018-12-27,,22.5
940,2018-12-28,,22.0
941,2018-12-29,,21.5
942,2018-12-30,,21.0
943,2018-12-31,,20.5
944,2019-01-01,,20.0
945,2019-01-02,,19.5
946,2019-01-03,19.0,19.0
947,2019-01-04,,19.08695652173913
948,2019-01-05,,19.17391304347826
949,2019-01-06,,19.26086956521739
950,2019-01-07,,19.347826086956523
951,2019-01-08,,19.434782608695652
952,2019-01-09,,19.52173913043478
953,2019-01-10,,19.608695652173914
954,2019-01-11,,19.695652173913043
955,2019-01-12,,19.782608695652172
956,2019-01-13,,19.869565217391305
957,2019-01-14,,19.956521739130434
958,2019-01-15,,20.043478260869566
959,2019-01-16,,20.130434782608695
960,2019-01-17,,20.217391304347828
961,2019-01-18,,20.304347826086957
962,2019-01-19,,20.391304347826086
963,2019-01-20,,20.47826086956522
964,2019-01-21,,20.565217391304348
965,2019-01-22,,20.652173913043477
966,2019-01-23,,20.73913043478261
967,2019-01-24,,20.82608695652174
968,2019-01-25,,20.91304347826087
969,2019-01-26,,21.0
970,2019-01-27,,21.08695652173913
971,2019-01-28,,21.17391304347826
972,2019-01-29,,21.26086956521739
973,2019-01-30,,21.347826086956523
974,2019-01-31,,21.434782608695652
975,2019-02-01,,21.52173913043478
976,2019-02-02,,21.608695652173914
977,2019-02-03,,21.695652173913043
978,2019-02-04,,21.782608695652172
979,2019-02-05,,21.869565217391305
980,2019-02-06,,21.956521739130434
981,2019-02-07,,22.043478260869566
982,2019-02-08,,22.130434782608695
983,2019-02-09,,22.217391304347828
984,2019-02-10,,22.304347826086957
985,2019-02-11,,22.391304347826086
986,2019-02-12,,22.47826086956522
987,2019-02-13,,22.565217391304348
988,2019-02-14,,22.652173913043477
989,2019-02-15,,22.73913043478261
990,2019-02-16,,22.82608695652174
991,2019-02-17,,22.91304347826087
992,2019-02-18,23.0,23.0
993,2019-02-19,,23.0
994,2019-02-20,,23.0
995,2019-02-21,,23.0
996,2019-02-22,,23.0
997,2019-02-23,,23.0
998,2019-02-24,,23.0
999,2019-02-25,,23.0
1000,2019-02-26,,23.0
1001,2019-02-27,,23.0
1002,2019-02-28,,23.0
1003,2019-03-01,,23.0
1004,2019-03-02,,23.0
1005,2019-03-03,,23.0
1006,2019-03-04,23.0,23.0
1007,2019-03-05,,23.392857142857142
1008,2019-03-06,,23.785714285714285
1009,2019-03-07,,24.178571428571427
1010,2019-03-08,,24.571428571428573
1011,2019-03-09,,24.964285714285715
1012,2019-03-10,,25.357142857142858
1013,2019-03-11,,25.75
1014,2019-03-12,,26.142857142857142
1015,2019-03-13,,26.535714285714285
1016,2019-03-14,,26.928571428571427
1017,2019-03-15,,27.32142857142857
1018,2019-03-16,,27.714285714285715
1019,2019-03-17,,28.107142857142858
1020,2019-03-18,,28.5
1021,2019-03-19,,28.892857142857142
1022,2019-03-20,,29.285714285714285
1023,2019-03-21,,29.67857142857143
1024,2019-03-22,,30.07142857142857
1025,2019-03-23,,30.464285714285715
1026,2019-03-24,,30.857142857142858
1027,2019-03-25,,31.25
1028,2019-03-26,,31.642857142857142
1029,2019-03-27,,32.035714285714285
1030,2019-03-28,,32.42857142857143
1031,2019-03-29,,32.82142857142857
1032,2019-03-30,,33.214285714285715
1033,2019-03-31,,33.60714285714286
1034,2019-04-01,34.0,34.0
1035,2019-04-02,,34.078947368421055
1036,2019-04-03,,34.1578947368421
1037,2019-04-04,,34.23684210526316
1038,2019-04-05,,34.31578947368421
1039,2019-04-06,,34.39473684210526
1040,2019-04-07,,34.473684210526315
1041,2019-04-08,,34.55263157894737
1042,2019-04-09,,34.63157894736842
1043,2019-04-10,,34.71052631578947
1044,2019-04-11,,34.78947368421053
1045,2019-04-12,,34.86842105263158
1046,2019-04-13,,34.94736842105263
1047,2019-04-14,,35.026315789473685
1048,2019-04-15,,35.10526315789474
1049,2019-04-16,,35.18421052631579
1050,2019-04-17,,35.26315789473684
1051,2019-04-18,,35.3421052631579
1052,2019-04-19,,35.421052631578945
1053,2019-04-20,,35.5
1054,2019-04-21,,35.578947368421055
1055,2019-04-22,,35.6578947368421
1056,2019-04-23,,35.73684210526316
1057,2019-04-24,,35.81578947368421
1058,2019-04-25,,35.89473684210526
1059,2019-04-26,,35.973684210526315
1060,2019-04-27,,36.05263157894737
1061,2019-04-28,,36.13157894736842
1062,2019-04-29,,36.21052631578947
1063,2019-04-30,,36.28947368421053
1064,2019-05-01,,36.368421052631575
1065,2019-05-02,,36.44736842105263
1066,2019-05-03,,36.526315789473685
1067,2019-05-04,,36.60526315789474
1068,2019-05-05,,36.68421052631579
1069,2019-05-06,,36.76315789473684
1070,2019-05-07,,36.8421052631579
1071,2019-05-08,,36.921052631578945
1072,2019-05-09,37.0,37.0
1073,2019-05-10,,36.9375
1074,2019-05-11,,36.875
1075,2019-05-12,,36.8125
1076,2019-05-13,,36.75
1077,2019-05-14,,36.6875
1078,2019-05-15,,36.625
1079,2019-05-16,,36.5625
1080,2019-05-17,,36.5
1081,2019-05-18,,36.4375
1082,2019-05-19,,36.375
1083,2019-05-20,,36.3125
1084,2019-05-21,,36.25
1085,2019-05-22,,36.1875
1086,2019-05-23,,36.125
1087,2019-05-24,,36.0625
1088,2019-05-25,,36.0
1089,2019-05-26,,35.9375
1090,2019-05-27,,35.875
1091,2019-05-28,,35.8125
1092,2019-05-29,,35.75
1093,2019-05-30,,35.6875
1094,2019-05-31,,35.625
1095,2019-06-01,,35.5625
1096,2019-06-02,,35.5
1097,2019-06-03,,35.4375
1098,2019-06-04,,35.375
1099,2019-06-05,,35.3125
1100,2019-06-06,,35.25
1101,2019-06-07,,35.1875
1102,2019-06-08,,35.125
1103,2019-06-09,,35.0625
1104,2019-06-10,35.0,35.0
